ff24,fb6f,7f,1f,0040,ffd1ea320e,1,f932,fb91,00,3a,015a,ffd442b666,2,ffc9,f5cc,7f,3a,0133,ffd69b3791,3,bd
03f9,0057,7f,1f,0046,00fb0ec398,1,0778,0985,7f,38,0132,00fd67467e,2,fd9b,f6f3,7f,37,0112,00ffbfc8a3,3,04
03f9,0057,7f,1f,0046,00fb0ec398,1,0778,0985,7f,38,0132,00fd67467e,2,fd9b,f6f3,7f,37,0112,00ffbfc8a3,3,05
fc9e,feb4,7f,1f,002e,01102adb6d,1,fcca,098a,7f,38,00d2,0112835e7e,2,fafe,0173,01,36,00a6,0114dbe0bc,3,06
fc9e,feb4,7f,1f,002e,01102adb6d,1,fcca,098a,7f,38,00d2,0112835e7e,2,fafe,0173,01,36,00a6,0114dbe0bc,3,07
fddb,04aa,7e,1f,0046,012546f107,1,0a54,07a6,00,39,014b,01279f7472,2,0a73,03b9,7f,38,0122,0129f7f4c8,3,08
fddb,04aa,7e,1f,0046,012546f107,1,0a54,07a6,00,39,014b,01279f7472,2,0a73,03b9,7f,38,0122,0129f7f4c8,3,09
fdda,03b9,7f,1f,001e,013a6306cc,1,017e,08b2,00,37,0091,013cbb8a96,2,f964,0826,01,37,0113,013f140aec,3,0a
fdda,03b9,7f,1f,001e,013a6306cc,1,017e,08b2,00,37,0091,013cbb8a96,2,f964,0826,01,37,0113,013f140aec,3,0b
fc1f,fe84,7f,1f,0045,014f7f1a60,1,0643,ffc2,00,38,0144,0151d79e71,2,fcaa,075e,01,37,010b,0154301ee4,3,0c
fc1f,fe84,7f,1f,0045,014f7f1a60,1,0643,ffc2,00,38,0144,0151d79e71,2,fcaa,075e,01,37,010b,0154301ee4,3,0d
0316,01e1,7f,1f,002a,01649b2e30,1,060e,0958,00,38,00cb,0166f3b284,2,fed7,09d7,01,38,00eb,01694c3306,3,0e
fd13,fd3f,7f,1f,0027,0625330c2d,1,fb3b,f877,7f,39,00b3,06278b8ea0,2,f91f,f6bc,00,39,014c,0629e40f56,3,62
fd13,fd3f,7f,1f,0027,0625330c2d,1,fb3b,f877,7f,39,00b3,06278b8ea0,2,f91f,f6bc,00,39,014c,0629e40f56,3,63
fb4b,fe4f,7e,1f,0044,063a4f1bb9,1,09ef,ff19,00,3a,0155,063ca79e8d,2,fe9d,f6fb,7f,3a,013c,063f001f63,3,64
fb4b,fe4f,7e,1f,0044,063a4f1bb9,1,09ef,ff19,00,3a,0155,063ca79e8d,2,fe9d,f6fb,7f,3a,013c,063f001f63,3,65
fbf0,041c,7f,1f,002c,064f6b2f8b,1,f987,fa5f,7f,3b,0093,0651c3b2a9,2,f9e5,fd3e,00,3c,0143,06541c336c,3,66
fbf0,041c,7f,1f,002c,064f6b2f8b,1,f987,fa5f,7f,3b,0093,0651c3b2a9,2,f9e5,fd3e,00,3c,0143,06541c336c,3,67
011c,fbb3,7f,1f,0044,0664874316,1,0859,f9a3,7f,36,0122,0666dfc693,2,0935,047f,01,36,0101,066938478b,3,68
011c,fbb3,7f,1f,0044,0664874316,1,0859,f9a3,7f,36,0122,0666dfc693,2,0935,047f,01,36,0101,066938478b,3,69
0241,02c9,7f,1f,001e,0679a356ec,1,f96b,fc9c,01,35,008e,067bfbdaaf,2,f743,0042,01,36,0109,067e545b9a,3,6a
0241,02c9,7f,1f,001e,0679a356ec,1,f96b,fc9c,01,35,008e,067bfbdaaf,2,f743,0042,01,36,0109,067e545b9a,3,6b
04ab,0309,7e,1f,0045,068ebf6a7f,1,04cb,f67f,7f,37,013c,069117ee9c,2,fc47,0626,01,37,00ff,0693706faa,3,6c
04ab,0309,7e,1f,0045,068ebf6a7f,1,04cb,f67f,7f,37,013c,069117ee9c,2,fc47,0626,01,37,00ff,0693706faa,3,6d
0459,fc90,7f,1f,002c,06a3db7e4c,1,f7ef,0096,00,37,00d6,06a63400a5,2,f73d,0771,01,37,00ef,06a88c81ce,3,6e
0459,fc90,7f,1f,002c,06a3db7e4c,1,f7ef,0096,00,37,00d6,06a63400a5,2,f73d,0771,01,37,00ef,06a88c81ce,3,6f
fda9,0416,7e,1f,0042,06b8f78dce,1,009d,f604,00,38,0142,06bb5010a1,2,fa03,f701,00,38,0123,06bda891db,3,70
fda9,0416,7e,1f,0042,06b8f78dce,1,009d,f604,00,38,0142,06bb5010a1,2,fa03,f701,00,38,0123,06bda891db,3,71
ff0b,fdf2,7f,1f,000b,06ce139fac,1,faf2,0232,00,38,0045,06d06c22b4,2,fe26,056d,01,37,00b4,06d2c4a3f4,3,72
ff0b,fdf2,7f,1f,000b,06ce139fac,1,faf2,0232,00,38,0045,06d06c22b4,2,fe26,056d,01,37,00b4,06d2c4a3f4,3,73
fbb8,fc24,7e,1f,0043,06e32fb33f,1,fb0d,f6f6,00,39,0159,06e5883696,2,0a58,fd47,00,39,0124,06e7e0b804,3,74
fbb8,fc24,7e,1f,0043,06e32fb33f,1,fb0d,f6f6,00,39,0159,06e5883696,2,0a58,fd47,00,39,0124,06e7e0b804,3,75
fb81,01c3,7f,1f,0025,06f84bcb0c,1,f885,0618,00,39,00d8,06faa44ea3,2,043a,093d,01,39,011d,06fcfcd01a,3,76
fb81,01c3,7f,1f,0025,06f84bcb0c,1,f885,0618,00,39,00d8,06faa44ea3,2,043a,093d,01,39,011d,06fcfcd01a,3,77
0346,fc8e,7e,1f,003f,070d67e298,1,f6e0,f943,7f,3b,0167,070fc0669d,2,ff4b,09c6,00,3c,0158,071218e825,3,78
0346,fc8e,7e,1f,003f,070d67e298,1,f6e0,f943,7f,3b,0167,070fc0669d,2,ff4b,09c6,00,3c,0158,071218e825,3,79
00ab,03ec,7f,1f,0027,072283fa5b,1,fdf2,03c7,01,37,002b,0724dc7eb5,2,093a,06f4,00,3a,00d4,0727350048,3,7a
00ab,03ec,7f,1f,0027,072283fa5b,1,fdf2,03c7,01,37,002b,0724dc7eb5,2,093a,06f4,00,3a,00d4,0727350048,3,7b
033b,0473,7e,1f,003f,0737a00ff5,1,f63c,fd82,00,3b,0177,0739f89294,2,f4fa,f9c0,7f,3c,0168,073c51144b,3,7c
033b,0473,7e,1f,003f,0737a00ff5,1,f63c,fd82,00,3b,0177,0739f89294,2,f4fa,f9c0,7f,3c,0168,073c51144b,3,7d
0491,ff9d,7f,1f,0026,074cbc23c5,1,fe4e,088f,00,3c,0113,074f14a6a2,2,09eb,002f,01,3c,0166,07516d2861,3,7e
0491,ff9d,7f,1f,0026,074cbc23c5,1,fe4e,088f,00,3c,0113,074f14a6a2,2,09eb,002f,01,3c,0166,07516d2861,3,7f
fbff,0253,7e,1f,003f,0761d83b54,1,f6ea,02c0,7f,36,012a,076430be94,2,0484,fa0f,01,36,00fa,0766894076,3,80
fbff,0253,7e,1f,003f,0761d83b54,1,f6ea,02c0,7f,36,012a,076430be94,2,0484,fa0f,01,36,00fa,0766894076,3,81
006d,fc0a,00,1f,0029,0776f4531c,1,0214,06fd,01,36,00b0,07794cd6aa,2,09c2,f7dc,00,3c,011a,077ba55898,3,82
006d,fc0a,00,1f,0029,0776f4531c,1,0214,06fd,01,36,00b0,07794cd6aa,2,09c2,f7dc,00,3c,011a,077ba55898,3,83
fef3,fd88,7e,1f,0041,078c106aa9,1,f846,06a2,7f,38,013c,078e68ee9a,2,05ea,0952,00,38,0128,0790c17091,3,84
fef3,fd88,7e,1f,0041,078c106aa9,1,f846,06a2,7f,38,013c,078e68ee9a,2,05ea,0952,00,38,0128,0790c17091,3,85
fba0,fe7c,7f,1f,0023,07a12c828c,1,036f,057e,01,38,007f,07a38506b2,2,0261,f82b,7f,38,011e,07a5dd88a7,3,86
fba0,fe7c,7f,1f,0023,07a12c828c,1,036f,057e,01,38,007f,07a38506b2,2,0261,f82b,7f,38,011e,07a5dd88a7,3,87
047c,feb5,7e,1f,0042,07b6489a0e,1,fb6b,0920,7f,39,0156,07b8a11c99,2,fac5,0186,01,39,0124,07baf99eaf,3,88
047c,feb5,7e,1f,0042,07b6489a0e,1,fb6b,0920,7f,39,0156,07b8a11c99,2,fac5,0186,01,39,0124,07baf99eaf,3,89
feb3,03c6,7f,1f,0028,07cb64ade0,1,069e,068b,7f,39,00eb,07cdbd30ae,2,fe10,f8b8,01,36,0098,07d015b2e5,3,8a
feb3,03c6,7f,1f,0028,07cb64ade0,1,069e,068b,7f,39,00eb,07cdbd30ae,2,fe10,f8b8,01,36,0098,07d015b2e5,3,8b
004d,02ab,7e,1f,0041,07e080c368,1,0082,09be,00,39,0158,07e2d946a3,2,0104,f6bd,7f,39,012e,07e531c6ef,3,8c
004d,02ab,7e,1f,0041,07e080c368,1,0082,09be,00,39,0158,07e2d946a3,2,0104,f6bd,7f,39,012e,07e531c6ef,3,8d
03d7,021b,7f,1f,0019,07f59cd949,1,069c,0347,01,36,00b7,07f7f55caa,2,f96e,fc96,7f,39,013a,07fa4ddcf0,3,8e
fdec,fb9f,7d,1f,0042,095c7a25d0,1,fa32,f9a5,00,3a,015d,095ed2a8b3,2,f50e,fe68,7f,3a,013c,09612b2a43,3,b0
fdec,fb9f,7d,1f,0042,095c7a25d0,1,fa32,f9a5,00,3a,015d,095ed2a8b3,2,f50e,fe68,7f,3a,013c,09612b2a43,3,b1
03b3,ff0d,7f,1f,0023,0971963b9c,1,f820,fbd5,00,3a,005f,0973eebebc,2,fd54,f695,01,39,0130,097647405c,3,b2
03b3,ff0d,7f,1f,0023,0971963b9c,1,f820,fbd5,00,3a,005f,0973eebebc,2,fd54,f695,01,39,0130,097647405c,3,b3
02de,ff36,7f,1f,0041,0986b2532a,1,f87f,fcb4,00,3a,0168,09890ad6a9,2,02db,f758,00,3b,013e,098b635863,3,b4
02de,ff36,7f,1f,0041,0986b2532a,1,f87f,fcb4,00,3a,0168,09890ad6a9,2,02db,f758,00,3b,013e,098b635863,3,b5
ff65,fb70,7f,1f,0026,099bce6b05,1,f8db,fd68,01,3b,00fc,099e26eead,2,f8e8,fb30,7f,3c,0176,09a07f7074,3,b6
ff65,fb70,7f,1f,0026,099bce6b05,1,f8db,fd68,01,3b,00fc,099e26eead,2,f8e8,fb30,7f,3c,0176,09a07f7074,3,b7
00a0,0462,7e,1f,0041,09b0ea8292,1,f7e6,feac,7f,36,0127,09b34306a2,2,080d,085d,01,36,00f9,09b59b8889,3,b8
00a0,0462,7e,1f,0041,09b0ea8292,1,f7e6,feac,7f,36,0127,09b34306a2,2,080d,085d,01,36,00f9,09b59b8889,3,b9
fbd5,ffae,7f,1f,002c,09c6069a5b,1,fbed,009e,01,34,0012,09c85f1ec3,2,f7b9,fdaa,01,3c,00f7,09cab7a0b3,3,ba
fbd5,ffae,7f,1f,002c,09c6069a5b,1,fbed,009e,01,34,0012,09c85f1ec3,2,f7b9,fdaa,01,3c,00f7,09cab7a0b3,3,bb
fd0c,fffd,7e,1f,0041,09db22afee,1,f834,017e,01,37,0140,09dd7b32a6,2,f9f1,0500,7f,37,0101,09dfd3b4ba,3,bc
fd0c,fffd,7e,1f,0041,09db22afee,1,f834,017e,01,37,0140,09dd7b32a6,2,f9f1,0500,7f,37,0101,09dfd3b4ba,3,bd
ff6d,04a3,7f,1f,0023,09f03ec3bf,1,f9cb,02b1,7f,37,00ca,09f29746ab,2,f623,0669,01,37,0117,09f4efc8c6,3,be
ff6d,04a3,7f,1f,0023,09f03ec3bf,1,f9cb,02b1,7f,37,00ca,09f29746ab,2,f623,0669,01,37,0117,09f4efc8c6,3,bf
00de,fb79,7e,1f,0044,0a055adb4a,1,fa60,0497,01,38,0134,0a07b35ebb,2,fc66,f660,7f,38,011b,0a0a0be0d7,3,c0
00de,fb79,7e,1f,0044,0a055adb4a,1,fa60,0497,01,38,0134,0a07b35ebb,2,fc66,f660,7f,38,011b,0a0a0be0d7,3,c1
0419,0126,7f,1f,0029,0a1a76f319,1,fb5e,034c,01,36,0076,0a1ccf76ba,2,fcfd,05ce,01,35,00b8,0a1f27f8fd,3,c2
0419,0126,7f,1f,0029,0a1a76f319,1,fb5e,034c,01,36,0076,0a1ccf76ba,2,fcfd,05ce,01,35,00b8,0a1f27f8fd,3,c3
02ed,009b,7e,1f,0046,0a2f930ab0,1,fc52,0749,00,38,0145,0a31eb8ea5,2,0a5c,0207,00,38,0114,0a344410fc,3,c4
02ed,009b,7e,1f,0046,0a2f930ab0,1,fc52,0749,00,38,0145,0a31eb8ea5,2,0a5c,0207,00,38,0114,0a344410fc,3,c5
01d6,fb8b,7f,1f,0026,0a44af2082,1,f90d,087a,01,35,009a,0a4707a4ca,2,01d4,0978,01,38,0118,0a49602511,3,c6
01d6,fb8b,7f,1f,0026,0a44af2082,1,f90d,087a,01,35,009a,0a4707a4ca,2,01d4,0978,01,38,0118,0a49602511,3,c7
fe16,046c,7f,1f,0045,0a59cb3210,1,ff34,0848,7f,38,014d,0a5c23b4a3,2,fc6a,0815,02,38,0110,0a5e7c351f,3,c8
fe16,046c,7f,1f,0045,0a59cb3210,1,ff34,0848,7f,38,014d,0a5c23b4a3,2,fc6a,0815,02,38,0110,0a5e7c351f,3,c9
fbdc,fe51,7f,1f,002b,0a6ee741da,1,fda4,0623,00,38,00d4,0a713fc4b3,2,0562,05f6,01,36,005d,0a73984555,3,ca
fbdc,fe51,7f,1f,002b,0a6ee741da,1,fda4,0623,00,38,00d4,0a713fc4b3,2,0562,05f6,01,36,005d,0a73984555,3,cb
fd03,feab,7e,1f,0047,0a84035366,1,0274,06d5,00,39,0149,0a865bd6a4,2,f678,f816,7e,39,0124,0a88b45757,3,cc
fd03,feab,7e,1f,0047,0a84035366,1,0274,06d5,00,39,0149,0a865bd6a4,2,f678,f816,7e,39,0124,0a88b45757,3,cd
fee9,0272,7f,1f,0007,0a991f6747,1,00d6,05f4,00,39,00b6,0a9b77eac2,2,054d,0103,00,37,006c,0a9dd06b79,3,ce
fee9,0272,7f,1f,0007,0a991f6747,1,00d6,05f4,00,39,00b6,0a9b77eac2,2,054d,0103,00,37,006c,0a9dd06b79,3,cf
02e6,fbfc,7f,1f,0040,0aae3b7ac9,1,05b8,0599,7f,3a,0147,0ab093feba,2,05d9,fa26,7f,3a,012d,0ab2ec7f75,3,d0
02e6,fbfc,7f,1f,0040,0aae3b7ac9,1,05b8,0599,7f,3a,0147,0ab093feba,2,05d9,fa26,7f,3a,012d,0ab2ec7f75,3,d1
038a,0255,7f,1f,0028,0ac3578e9f,1,0300,06af,00,3a,00fc,0ac5b012ad,2,0a11,f849,7f,3a,0143,0ac808938b,3,d2
038a,0255,7f,1f,0028,0ac3578e9f,1,0300,06af,00,3a,00fc,0ac5b012ad,2,0a11,f849,7f,3a,0143,0ac808938b,3,d3
02b6,01c0,7e,1f,0041,0ad873a22d,1,05fd,02de,00,35,010e,0adacc24ac,2,02fd,093c,01,36,00fc,0add24a595,3,d4
0363,fcf9,7f,1f,002a,0ae42daa22,1,0263,0262,01,33,0007,0ae6862cca,2,fc72,08fc,01,3b,0075,0ae8deadbb,3,00
0363,fcf9,7f,1f,002a,0ae42daa22,1,0263,0262,01,33,0007,0ae6862cca,2,fc72,08fc,01,3b,0075,0ae8deadbb,3,01
0425,fdfb,7e,1f,002b,0b19770355,1,0905,06de,01,36,00c4,0b1bcf86c2,2,faa4,f9ee,01,36,00a3,0b1e2807ed,3,02
0425,fdfb,7e,1f,002b,0b19770355,1,0905,06de,01,36,00c4,0b1bcf86c2,2,faa4,f9ee,01,36,00a3,0b1e2807ed,3,03
0353,01ce,7e,1f,0044,0b2e9316e4,1,066e,fd37,7f,38,013c,0b30eb9aaf,2,fbed,f7bc,00,38,011c,0b33441bea,3,04
0353,01ce,7e,1f,0044,0b2e9316e4,1,066e,fd37,7f,38,013c,0b30eb9aaf,2,fbed,f7bc,00,38,011c,0b33441bea,3,05
fedc,fd23,7f,1f,002b,0b43af2ab5,1,048d,015f,02,35,001b,0b4607aecf,2,f908,fd19,01,35,005a,0b4860301d,3,06
fedc,fd23,7f,1f,002b,0b43af2ab5,1,048d,015f,02,35,001b,0b4607aecf,2,f908,fd19,01,35,005a,0b4860301d,3,07
01e1,fd02,7e,1f,0043,0b4f69366a,1,058d,fb7f,7f,39,0139,0b51c1bab1,2,f61a,f834,7f,39,012a,0b541a3c07,3,00
01e1,fd02,7e,1f,0043,0b4f69366a,1,058d,fb7f,7f,39,0139,0b51c1bab1,2,f61a,f834,7f,39,012a,0b541a3c07,3,01
fd97,fd38,7f,1f,002c,0b7856b7f3,1,05e3,ffb1,00,37,00cc,0b7aaf3ab9,2,06ef,fb3c,7f,38,0126,0b7d07bc35,3,02
fd97,fd38,7f,1f,002c,0b7856b7f3,1,05e3,ffb1,00,37,00cc,0b7aaf3ab9,2,06ef,fb3c,7f,38,0126,0b7d07bc35,3,03
fb9f,0356,7e,1f,0042,0b8d72cd88,1,02dc,f9c2,7f,38,0144,0b8fcb50a8,2,f837,f680,00,37,010d,0b9223d244,3,04
fb9f,0356,7e,1f,0042,0b8d72cd88,1,02dc,f9c2,7f,38,0144,0b8fcb50a8,2,f837,f680,00,37,010d,0b9223d244,3,05
fbc1,033a,7f,1f,002e,0ba28ee550,1,0384,fe4d,7f,3b,000e,0ba4e768c6,2,0330,f9ad,7f,3b,0073,0ba73fea6c,3,06
fbc1,033a,7f,1f,002e,0ba28ee550,1,0384,fe4d,7f,3b,000e,0ba4e768c6,2,0330,f9ad,7f,3b,0073,0ba73fea6c,3,07
fdd6,fc69,7e,1f,0040,0bb7aafcd5,1,00f5,f949,00,37,0137,0bba0380ad,2,07e4,fb68,7f,36,0105,0bbc5c0261,3,08
0457,fd9b,7f,1f,002a,0bf6ff400f,1,0737,f869,01,36,009b,0bf957c2c7,2,f815,f8c5,00,38,010c,0bfbb044a5,3,0e
0457,fd9b,7f,1f,002a,0bf6ff400f,1,0737,f869,01,36,009b,0bf957c2c7,2,f815,f8c5,00,38,010c,0bfbb044a5,3,0f
00dc,0405,7f,1f,003d,0c0c1b5397,1,f984,f58f,00,39,0148,0c0e73d6ca,2,f87b,fe0a,7f,38,0116,0c10cc58b0,3,10
00dc,0405,7f,1f,003d,0c0c1b5397,1,f984,f58f,00,39,0148,0c0e73d6ca,2,f87b,fe0a,7f,38,0116,0c10cc58b0,3,11
fed3,fc94,7f,1f,000e,0c21376b84,1,0347,f8b3,01,36,0066,0c238feece,2,f58b,fafb,00,3a,0142,0c25e870d0,3,12
fed3,fc94,7f,1f,000e,0c21376b84,1,0347,f8b3,01,36,0066,0c238feece,2,f58b,fafb,00,3a,0142,0c25e870d0,3,13
fb67,0035,7e,1f,003e,0c36538305,1,f6b4,f70c,01,3a,0151,0c38ac06c2,2,06ef,f70f,7f,39,011c,0c3b0488e0,3,14
fb67,0035,7e,1f,003e,0c36538305,1,f6b4,f70c,01,3a,0151,0c38ac06c2,2,06ef,f70f,7f,39,011c,0c3b0488e0,3,15
fb69,011c,7f,1f,0029,0c4b6f9ace,1,0013,f5e1,7f,3a,00e8,0c4dc81ec7,2,f6f9,039b,01,37,0091,0c5020a105,3,16
fb69,011c,7f,1f,0029,0c4b6f9ace,1,0013,f5e1,7f,3a,00e8,0c4dc81ec7,2,f6f9,039b,01,37,0091,0c5020a105,3,17
ffc6,fc0d,7e,1f,003f,0c608bb25c,1,f4c1,fa46,00,3b,0180,0c62e436c4,2,077e,09df,00,3a,0128,0c653cb6fc,3,18
ffc6,fc0d,7e,1f,003f,0c608bb25c,1,f4c1,fa46,00,3b,0180,0c62e436c4,2,077e,09df,00,3a,0128,0c653cb6fc,3,19
0068,01c3,7e,1f,0008,0c75a7c836,1,fe64,faf6,7f,3a,0022,0c78004ac1,2,fabd,07f3,00,38,00c7,0c7a58cd1d,3,1a
0068,01c3,7e,1f,0008,0c75a7c836,1,fe64,faf6,7f,3a,0022,0c78004ac1,2,fabd,07f3,00,38,00c7,0c7a58cd1d,3,1b
04a6,0105,7e,1f,003d,0c8ac3d9c8,1,fa19,0171,7f,3c,0182,0c8d1c5cbe,2,f6af,0407,00,3b,0146,0c8f74dd1f,3,1c
04a6,0105,7e,1f,003d,0c8ac3d9c8,1,fa19,0171,7f,3c,0182,0c8d1c5cbe,2,f6af,0407,00,3b,0146,0c8f74dd1f,3,1d
0479,ffe0,7f,1f,0023,0c9fdfed8b,1,f883,f5fb,00,3c,0103,0ca23870bf,2,ffc8,08f6,01,3d,0087,0ca490f149,3,1e
0479,ffe0,7f,1f,0023,0c9fdfed8b,1,f883,f5fb,00,3c,0103,0ca23870bf,2,ffc8,08f6,01,3d,0087,0ca490f149,3,1f
ff53,0416,7e,1f,0045,0cb4fc011d,1,f650,05cb,00,37,0124,0cb75484c7,2,00ea,f657,01,36,00fb,0cb9ad054a,3,20
ff53,0416,7e,1f,0045,0cb4fc011d,1,f650,05cb,00,37,0124,0cb75484c7,2,00ea,f657,01,36,00fb,0cb9ad054a,3,21
ffd6,fc64,7f,1f,002b,0cca1814e3,1,f915,f904,00,3d,0075,0ccc7098c5,2,038e,041c,01,37,0057,0ccec91986,3,22
ffd6,fc64,7f,1f,002b,0cca1814e3,1,f915,f904,00,3d,0075,0ccc7098c5,2,038e,041c,01,37,0057,0ccec91986,3,23
fb45,fdf5,7e,1f,0046,0cdf342884,1,f764,08f6,00,38,013f,0ce18cacb3,2,073c,024f,01,37,0106,0ce3e52d6e,3,24
fb45,fdf5,7e,1f,0046,0cdf342884,1,f764,08f6,00,38,013f,0ce18cacb3,2,073c,024f,01,37,0106,0ce3e52d6e,3,25
fba2,ffd0,7f,1f,0020,0cf4503c48,1,f733,f94a,00,38,00d1,0cf6a8bec3,2,05d5,017b,01,38,0134,0cf9013f73,3,26
fba2,ffd0,7f,1f,0020,0cf4503c48,1,f733,f94a,00,38,00d1,0cf6a8bec3,2,05d5,017b,01,38,0134,0cf9013f73,3,27
0122,fbc2,7f,1f,0047,0d096c4bd3,1,fac5,0ab6,7f,39,015a,0d0bc4cebc,2,f946,08d9,00,38,0110,0d0e1d4fa1,3,28
0122,fbc2,7f,1f,0047,0d096c4bd3,1,fac5,0ab6,7f,39,015a,0d0bc4cebc,2,f946,08d9,00,38,0110,0d0e1d4fa1,3,29
ff90,0375,7f,1f,002b,0d1e885da8,1,f885,fe58,00,37,0059,0d20e0e0ca,2,061d,fcab,00,37,00d3,0d233961aa,3,2a
ff90,0375,7f,1f,002b,0d1e885da8,1,f885,fe58,00,37,0059,0d20e0e0ca,2,061d,fcab,00,37,00d3,0d233961aa,3,2b
048a,030f,7e,1f,0047,0d33a47145,1,ff04,0aa7,00,39,0159,0d35fcf4c9,2,f8bc,f66f,00,38,0115,0d385575c0,3,2c
048a,030f,7e,1f,0047,0d33a47145,1,ff04,0aa7,00,39,0159,0d35fcf4c9,2,f8bc,f66f,00,38,0115,0d385575c0,3,2d
03de,00c5,7f,1f,0019,0d48c0850c,1,f7f3,010a,01,39,007a,0d4b1908d5,2,0690,f76a,00,36,00e8,0d4d7189df,3,2e
03de,00c5,7f,1f,0019,0d48c0850c,1,f7f3,010a,01,39,007a,0d4b1908d5,2,0690,f76a,00,36,00e8,0d4d7189df,3,2f
fe01,03ff,7e,1f,0048,0d5ddc9899,1,0516,0a6f,00,3a,014c,0d60351cc6,2,08ef,fc33,7e,39,012c,0d628d9dde,3,30
fe01,03ff,7e,1f,0048,0d5ddc9899,1,0516,0a6f,00,3a,014c,0d60351cc6,2,08ef,fc33,7e,39,012c,0d628d9dde,3,31
00d7,fcc9,7f,1f,0025,0d72f8ac70,1,f698,0634,00,3a,00e6,0d755130ce,2,002f,f6cd,00,38,009f,0d77a9b211,3,32
00d7,fcc9,7f,1f,0025,0d72f8ac70,1,f698,0634,00,3a,00e6,0d755130ce,2,002f,f6cd,00,38,009f,0d77a9b211,3,33
fb9e,fc49,7e,1f,0048,0d8814c002,1,087a,080b,00,36,011f,0d8a6d42b9,2,ff7b,0af5,00,3d,0153,0d8cc5c401,3,34
fb9e,fc49,7e,1f,0048,0d8814c002,1,087a,080b,00,36,011f,0d8a6d42b9,2,ff7b,0af5,00,3d,0153,0d8cc5c401,3,35
fcf0,fe9e,7f,1f,000f,0d9d30d3ca,1,f867,0643,01,36,0094,0d9f8956cd,2,f8bc,f79f,00,37,0127,0da1e1d822,3,36
fcf0,fe9e,7f,1f,000f,0d9d30d3ca,1,f867,0643,01,36,0094,0d9f8956cd,2,f8bc,f79f,00,37,0127,0da1e1d822,3,37
0285,fc94,7f,1f,0040,0db24ceb5c,1,0a3a,05ef,7f,37,013a,0db4a56ec7,2,f91b,fd35,01,36,0100,0db6fdf02f,3,38
